rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
69,A4_tissue,38744432,PMC12209858,10.1093/asj/sjae109,2024,Aesthetic surgery journal,research-article; Journal Article,"Artificial Intelligence, Genuine Outcome: Analysis of 72 Consecutive Cases of Subfascial Augmentation Mastopexy With Smooth Round Implants Supported by P4HB Scaffold.","BackgroundPtosis recurrence often leads to unsatisfactory results after mastopexy, even more so when additional stress is provided by implants on compromised native tissue. The poly-4-hydroxybutyrate(P4HB) scaffold (GalaFLEX) with its favorable safety profile and proven long-term mechanical strength represents a preferred option for soft tissue support.ObjectivesThe primary endpoint was assessment of lower pole stretch from the early postoperative period up to 3 years.MethodsOut of 151 patients who underwent surgery by G.B. from March 2020 to December 2023, a total of 72 with a 12-month-mininum follow-up who had primary (46) or secondary (26) augmentation mastopexy with subfascial round smooth implants and P4HB scaffold support were included in the study. Three-dimensional artificial intelligence software was utilized for all measurements. Further analysis included evaluation of ptosis recurrence and all complications.ResultsNo recurrent ptosis, bottoming out, implant displacement, or capsular contracture was reported during follow-up (mean, 24.8 months). The lower pole arch's elongation was 8.04% and 9.44% at 1 and 3 years respectively, comparing favorably with previous reports. Statistically significant correlation (P  400 cc; P = .0011) and primary cases (P = .1376). Progressive volume redistribution from upper to lower pole was observed in the first year, with substantial stability thereafter.ConclusionsThis is the largest published series reporting long-term results (up to 45 months) in mastopexy augmentation with GalaFLEX, suggesting its supportive role in lower pole stability even in the setting of concurrent breast augmentation with smooth implants in a subfascial plane.Level of evidence: 4"
70,A4_tissue,42257191,PMC13052673,10.1021/polymscitech.4c00018,2025,"Polymer science & technology (Washington, D.C.)",research-article; Journal Article,Physicochemical Dual Cross-Linked Multifunctional Conductive Organohydrogel Sensors for Fireworks Burn Wound Healing and Intelligent Real-Time Monitoring.,"Conductive hydrogels have garnered significant attention in the realm of future flexible electronic devices due to their properties such as flexibility, electrical conductivity, frost resistance, and biocompatibility. However, the integration of numerous functional applications in the biomedical field still presents notable challenges. In this research, a rigid hard-structured network was formed by cross-linking gallic acid grafted chitosan (CS-GA) and tannic acid (TA) with poly-(vinyl alcohol) (PVA) through physical freezing. The noncovalent hydrogen bonding during the freezing and thawing process facilitated the formation of microcrystalline domains in the amorphous hydrogel network system. Functional proteins from eggshell membrane were cross-linked with tetra-armed poly-(ethylene glycol) maleimide (4am-PEG-MAL) via thiol-olefin click chemistry, and lysozyme was incorporated into the network as an antibacterial component through the nucleophilic substitution reaction. These chemical cross-linking methods resulted in a soft-structured network that enhanced the mechanical properties of the hydrogel (maximum stress of 2.15 MPa and elongation of 605%). The use of ionic liquids/ethylene glycol/water (ILs/EG/H2O) ternary solvents instead of a single solvent not only provided frost resistance but also imparted excellent electrical conductivity to the hydrogels (0.37 ± 0.04 S/m). Notably, the organohydrogel showed good antimicrobial properties and biocompatibility and was effective in providing emergency cooling after fireworks burns and promoting wet healing of broken skin to minimize scarring. In the biomedical field, this multifunctional hydrogel can serve as a flexible wearable device to monitor the movement amplitude of wounds in real-time, offering a novel approach to deep learning-assisted wound healing. The multifunctional nature of this organohydrogel as a flexible wearable device in the biological field presents promising applications."
71,A4_tissue,38233557,PMC10794451,10.1038/s41598-024-51795-0,2024,Scientific reports,research-article; Journal Article,Fusion and classification algorithm of octacalcium phosphate production based on XRD and FTIR data.,"The present manuscript tested an automated analysis sequence to provide a decision support system to track the OCP synthesis from [Formula: see text]-TCP over time. Initially, the XRD and FTIR signals from a hundredfold scaled-up hydrolysis of OCP from [Formula: see text]-TCP were fused and modeled by the curve fitting based on the significantly established maxima from the literature and nine features extracted from the fitted shapes. Afterward, the analysis sequence enclosed the machine learning techniques for feature ranking, spatial filtering, and dimensionality reduction to support the automatic recognition of the synthesis stages. The proposed analysis pipeline for OCP identification might be the foundation for a decision support system explicitly targeting OCP synthesis. Future projects will exploit the suggested methodology for pinpointing the OCP production over time (including the intermediary phases present in the OCP formation) and for evaluating whether biological variables might be merged with biomaterial properties to build a unified model of tissue response to the implant."
72,A4_tissue,PMC9938698,PMC9938698,,2023,Research on Biomedical Engineering,research-article; Journal Article,Identification and ranking biomaterials for bone scaffolds using machine learning and PROMETHEE,
73,A4_tissue,34112893,PMC8192956,10.1038/s41598-021-91802-2,2021,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Fourier transform infrared spectroscopy coupled with machine learning classification for identification of oxidative damage in freeze-dried heart valves.,"Freeze-drying can be used to ensure off-the-shelf availability of decellularized heart valves for cardiovascular surgery. In this study, decellularized porcine aortic heart valves were analyzed by nitroblue tetrazolium (NBT) staining and Fourier transform infrared spectroscopy (FTIR) to identify oxidative damage during freeze-drying and subsequent storage as well as after treatment with H2O2 and FeCl3. NBT staining revealed that sucrose at a concentration of at least 40% (w/v) is needed to prevent oxidative damage during freeze-drying. Dried specimens that were stored at 4 °C depict little to no oxidative damage during storage for up to 2 months. FTIR analysis shows that fresh control, freeze-dried and stored heart valve specimens cannot be distinguished from one another, whereas H2O2- and FeCl3-treated samples could be distinguished in some tissue section. A feed forward artificial neural network model could accurately classify H2O2 and FeCl3 treated samples. However, fresh control, freeze-dried and stored samples could not be distinguished from one another, which implies that these groups are very similar in terms of their biomolecular fingerprints. Taken together, we conclude that sucrose can minimize oxidative damage caused by freeze-drying, and that subsequent dried storage has little effects on the overall biochemical composition of heart valve scaffolds."
74,A4_tissue,35675298,PMC9176756,10.1371/journal.pone.0268198,2022,PloS one,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",Predicting severity of cartilage damage in a post-traumatic porcine model: Synovial fluid and gait in a support vector machine.,"The inflammatory response to joint injury has been thought to play a key role in the development of osteoarthritis. In this preclinical study, we hypothesized that synovial fluid presence of inflammatory cytokines, as well as altered loading on the injured leg, would be associated with greater development of macroscopic cartilage damage after an ACL injury. Thirty-six Yucatan minipigs underwent ACL transection and were randomized to: 1) no further treatment, 2) ACL reconstruction, or 3) scaffold-enhanced ACL restoration. Synovial fluid samples and gait data were obtained pre-operatively and at multiple time points post-operatively. Cytokine levels were measured using a multiplex assay. Macroscopic cartilage assessments were performed following euthanasia at 52 weeks. General estimating equation modeling found the presence of IL-1α, IL-1RA, IL-2, IL-4, IL-6, and IL-10 and MMP-2, MMP-3, MMP-12, and MMP-13 in the synovial fluid was associated with better cartilage outcomes. Higher peak pressure for the surgical hind leg and contralateral hind leg aligned with worse cartilage outcomes. A support vector machine built with synovial fluid and gait metrics also demonstrated cytokine presence was predictive of better cartilage outcomes. In conclusion, this preclinical analysis suggests that synovial fluid devoid of cytokines may be a possible indicator that cartilage is more at risk of becoming pathologic after joint injury."
75,A4_tissue,34750438,PMC8575943,10.1038/s41598-021-01304-4,2021,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article",A deep learning approach to identify and segment alpha-smooth muscle actin stress fiber positive cells.,"Cardiac fibrosis is a pathological process characterized by excessive tissue deposition, matrix remodeling, and tissue stiffening, which eventually leads to organ failure. On a cellular level, the development of fibrosis is associated with the activation of cardiac fibroblasts into myofibroblasts, a highly contractile and secretory phenotype. Myofibroblasts are commonly identified in vitro by the de novo assembly of alpha-smooth muscle actin stress fibers; however, there are few methods to automate stress fiber identification, which can lead to subjectivity and tedium in the process. To address this limitation, we present a computer vision model to classify and segment cells containing alpha-smooth muscle actin stress fibers into 2 classes (α-SMA SF+ and α-SMA SF-), with a high degree of accuracy (cell accuracy: 77%, F1 score 0.79). The model combines standard image processing methods with deep learning techniques to achieve semantic segmentation of the different cell phenotypes. We apply this model to cardiac fibroblasts cultured on hyaluronic acid-based hydrogels of various moduli to induce alpha-smooth muscle actin stress fiber formation. The model successfully predicts the same trends in stress fiber identification as obtained with a manual analysis. Taken together, this work demonstrates a process to automate stress fiber identification in in vitro fibrotic models, thereby increasing reproducibility in fibroblast phenotypic characterization."
76,A4_tissue,40642766,PMC12241815,10.1016/j.csbj.2025.06.023,2025,Computational and structural biotechnology journal,research-article; Journal Article,Regression models for the prediction of the influence of magnesium ions on primary endothelial cell (HUVEC) proliferation and migration.,"Angiogenesis is one of the first stages in fracture healing and bone repair. Therefore, numerous studies evaluating the effect of Mg as a promising degradable, metallic biomaterial on the proliferation and function of endothelial cells have been performed. However, these studies lack methodological homogeneity and therefore differ in fundamental conclusions. Here, Mg-concentration-, donor- and cell age- dependent relations to primary human umbilical cord vein endothelial cells (HUVEC) proliferation and migration were investigated systematically. The generated data were utilized to develop regression models in order to assess and predict the cell response on Mg exposition in a concentration range of 2-20 mM Mg in cell culture medium extract. A concentration of > 2 mM already induced a detrimental effect in the sensitive primary HUVECs. Molecular data quantifying angiogenesis markers supported this finding. An increased migration capacity has been observed at a concentration of 10 mM Mg. We compared linear regression, random forests, support vector machines, neural networks and large language models for the prediction of HUVEC proliferation for a number of scenarios. Using these machine learning methods, we were able to predict the proliferation of HUVECs for missing Mg concentrations and for missing passages with mean absolute errors below 10 % and as low as 8.5 %, respectively. Due to strong differences between the cell behaviour of different donors, information for missing donors can be predicted with mean absolute errors of 15.7 % only. Support vector machines with linear kernel performed best on the tested data, but large language models also showed promising results."
77,A4_tissue,35879391,PMC9314366,10.1038/s42003-022-03699-w,2022,Communications biology,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Solution structure of recombinant Pvfp-5β reveals insights into mussel adhesion.,"Some marine organisms can resist to aqueous tidal environments and adhere tightly on wet surface. This behavior has raised increasing attention for potential applications in medicine, biomaterials, and tissue engineering. In mussels, adhesive forces to the rock are the resultant of proteinic fibrous formations called byssus. We present the solution structure of Pvfp-5β, one of the three byssal plaque proteins secreted by the Asian green mussel Perna viridis, and the component responsible for initiating interactions with the substrate. We demonstrate that Pvfp-5β has a stably folded structure in agreement with the presence in the sequence of two EGF motifs. The structure is highly rigid except for a few residues affected by slow local motions in the µs-ms time scale, and differs from the model calculated by artificial intelligence methods for the relative orientation of the EGF modules, which is something where computational methods still underperform. We also show that Pvfp-5β is able to coacervate even with no DOPA modification, giving thus insights both for understanding the adhesion mechanism of adhesive mussel proteins, and developing of biomaterials."
78,A4_tissue,40212546,PMC11935280,10.1002/smsc.202400097,2024,Small science,research-article; Journal Article,Light-Assisted 3D-Printed Hydrogels for Antibacterial Applications.,"Light-assisted 3D printing technology, which uses a light source to solidify a photopolymerizable prepolymer solution, has shown great potential in the development of antibacterial hydrogels with high-resolution, specific features and functionalities. 3D-printed hydrogels with customized structures and antibacterial functions are widely used in tissue engineering, regenerative medicine, wound healing, and implants to advance the modeling and treatment of diseases. In the current review, an overview of light-assisted 3D printing technologies is first provided for the development of antibacterial hydrogels. Novel strategies involving the integration of inorganic nanomaterials, antibiotics, and functional polymers into 3D-printed hydrogels for the enhancement of antibacterial effects are then discussed. Finally, the perspective of advanced design using artificial intelligence and machine learning is proposed, providing a comprehensive yet succinct examination of 3D-printed hydrogels for antibacterial purposes."
79,A4_tissue,34485258,PMC8415910,10.3389/fbioe.2021.704738,2021,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Unraveling the Local Relation Between Tissue Composition and Human Brain Mechanics Through Machine Learning.,"The regional mechanical properties of brain tissue are not only key in the context of brain injury and its vulnerability towards mechanical loads, but also affect the behavior and functionality of brain cells. Due to the extremely soft nature of brain tissue, its mechanical characterization is challenging. The response to loading depends on length and time scales and is characterized by nonlinearity, compression-tension asymmetry, conditioning, and stress relaxation. In addition, the regional heterogeneity-both in mechanics and microstructure-complicates the comprehensive understanding of local tissue properties and its relation to the underlying microstructure. Here, we combine large-strain biomechanical tests with enzyme-linked immunosorbent assays (ELISA) and develop an extended type of constitutive artificial neural networks (CANNs) that can account for viscoelastic effects. We show that our viscoelastic constitutive artificial neural network is able to describe the tissue response in different brain regions and quantify the relevance of different cellular and extracellular components for time-independent (nonlinearity, compression-tension-asymmetry) and time-dependent (hysteresis, conditioning, stress relaxation) tissue mechanics, respectively. Our results suggest that the content of the extracellular matrix protein fibronectin is highly relevant for both the quasi-elastic behavior and viscoelastic effects of brain tissue. While the quasi-elastic response seems to be largely controlled by extracellular matrix proteins from the basement membrane, cellular components have a higher relevance for the viscoelastic response. Our findings advance our understanding of microstructure - mechanics relations in human brain tissue and are valuable to further advance predictive material models for finite element simulations or to design biomaterials for tissue engineering and 3D printing applications."
80,A4_tissue,41403834,PMC12704313,10.1016/j.isci.2025.113989,2025,iScience,research-article; Journal Article,Uterine collagen deposition fluctuates throughout the estrous cycle and provides a scaffold for gland visualization via the SHG-casting method.,"Uterine extracellular matrix (ECM) and uterine glands are essential parts of the endometrium, with important roles in remodeling associated with the estrous cycle, fertility, and pregnancy. Using second harmonic generation (SHG) microscopy, enabling the label-free imaging of fibrillar collagen, we analyzed mouse endometrial tissue across estrous cycle phases. We observed quantifiable 2D and 3D changes in fibrillar collagen accumulation, especially around uterine glands in the estrus phase. We also validate that the 3D SHG fibrillar collagen scans can serve as a template to recreate 3D uterine gland morphology by a method we call SHG-casting, enabling simultaneous label-free studies of endometrial fibrillar collagen and glands. Our custom deep learning-based segmentation model enables rapid, accurate gland segmentation. SHG-casting reveals variable gland structures, including lobular morphology in estrus and involution in later phases. SHG- casting offers a powerful tool for the 3D imaging of epithelial structures supported by collagen-rich ECM, with broad research and diagnostic potential."
81,A4_tissue,41117111,PMC12538559,10.1039/d5tb01272d,2025,Journal of materials chemistry. B,research-article; Journal Article,Monomer exchange dynamics in ureido-pyrimidinone supramolecular polymers via molecular simulations.,"The use of synthetic supramolecular polymers, built with monomers that self-assemble via non-covalent, reversible interactions, is rapidly growing in many fields, including energy, environmental, and bioengineering applications. Very recently, ureido-pyrimidinone (UPy)-based supramolecular polymers have been used to synthesize biocompatible hydrogels aiming to mimic the dynamic environment of extracellular matrices. Tuning the dynamics, stiffness, and bioactivity of UPy hydrogels effectively influences cellular behaviour and tissue development. However, a complete understanding of UPy-network dynamics over different length and time scales is still lacking, and even the most advanced experimental approaches are unable to capture the dynamics of monomer exchange with atomistic resolution. Here we present a computational study on UPy supramolecular assemblies in water that uncovers the mechanism of monomer exchange between the UPy supramolecular polymers and their surroundings. Our results, based on atomistic molecular dynamics (MD) simulations combined with enhanced sampling and machine-learning (ML) techniques, show that the fine interplay of solute-solvent interactions is the main engine of monomer motion, which makes UPy supramolecular polymer ends more dynamic as compared to the static backbone. This computational work complements the qualitative experimental evidence on supramolecular dynamics with the mechanism of monomer exchange, revealing the most favorable environment for supramolecular polymer damage as well as the underlying principle of self-healing."
82,A4_tissue,39330168,PMC11431587,10.3390/gels10090565,2024,"Gels (Basel, Switzerland)",research-article; Journal Article,Diffusion Correction in Fricke Hydrogel Dosimeters: A Deep Learning Approach with 2D and 3D Physics-Informed Neural Network Models.,"In this work an innovative approach was developed to address a significant challenge in the field of radiation dosimetry: the accurate measurement of spatial dose distributions using Fricke gel dosimeters. Hydrogels are widely used in radiation dosimetry due to their ability to simulate the tissue-equivalent properties of human tissue, making them ideal for measuring and mapping radiation dose distributions. Among the various gel dosimeters, Fricke gels exploit the radiation-induced oxidation of ferrous ions to ferric ions and are particularly notable due to their sensitivity. The concentration of ferric ions can be measured using various techniques, including magnetic resonance imaging (MRI) or spectrophotometry. While Fricke gels offer several advantages, a significant hurdle to their widespread application is the diffusion of ferric ions within the gel matrix. This phenomenon leads to a blurring of the dose distribution over time, compromising the accuracy of dose measurements. To mitigate the issue of ferric ion diffusion, researchers have explored various strategies such as the incorporation of additives or modification of the gel composition to either reduce the mobility of ferric ions or stabilize the gel matrix. The computational method proposed leverages the power of artificial intelligence, particularly deep learning, to mitigate the effects of ferric ion diffusion that can compromise measurement precision. By employing Physics Informed Neural Networks (PINNs), the method introduces a novel way to apply physical laws directly within the learning process, optimizing the network to adhere to the principles governing ion diffusion. This is particularly advantageous for solving the partial differential equations that describe the diffusion process in 2D and 3D. By inputting the spatial distribution of ferric ions at a given time, along with boundary conditions and the diffusion coefficient, the model can backtrack to accurately reconstruct the original ion distribution. This capability is crucial for enhancing the fidelity of 3D spatial dose measurements, ensuring that the data reflect the true dose distribution without the artifacts introduced by ion migration. Here, multidimensional models able to handle 2D and 3D data were developed and tested against dose distributions numerically evolved in time from 20 to 100 h. The results in terms of various metrics show a significant agreement in both 2D and 3D dose distributions. In particular, the mean square error of the prediction spans the range 1×10-6-1×10-4, while the gamma analysis results in a 90-100% passing rate with 3%/2 mm, depending on the elapsed time, the type of distribution modeled and the dimensionality. This method could expand the applicability of Fricke gel dosimeters to a wider range of measurement tasks, from simple planar dose assessments to intricate volumetric analyses. The proposed technique holds great promise for overcoming the limitations imposed by ion diffusion in Fricke gel dosimeters."
83,A4_tissue,40084126,PMC11906096,10.34133/bmef.0110,2025,BME frontiers,research-article; Journal Article,Graph-Based 3-Dimensional Spatial Gene Neighborhood Networks of Single Cells in Gels and Tissues.,"Objective: We developed 3-dimensional spatially resolved gene neighborhood network embedding (3D-spaGNN-E) to find subcellular gene proximity relationships and identify key subcellular motifs in cell-cell communication (CCC). Impact Statement: The pipeline combines 3D imaging-based spatial transcriptomics and graph-based deep learning to identify subcellular motifs. Introduction: Advancements in imaging and experimental technology allow the study of 3D spatially resolved transcriptomics and capture better spatial context than approximating the samples as 2D. However, the third spatial dimension increases the data complexity and requires new analyses. Methods: 3D-spaGNN-E detects single transcripts in 3D cell culture samples and identifies subcellular gene proximity relationships. Then, a graph autoencoder projects the gene proximity relationships into a latent space. We then applied explainability analysis to identify subcellular CCC motifs. Results: We first applied the pipeline to mesenchymal stem cells (MSCs) cultured in hydrogel. After clustering the cells based on the RNA count, we identified cells belonging to the same cluster as homotypic and those belonging to different clusters as heterotypic. We identified changes in local gene proximity near the border between homotypic and heterotypic cells. When applying the pipeline to the MSC-peripheral blood mononuclear cell (PBMC) coculture system, we identified CD4+ and CD8+ T cells. Local gene proximity and autoencoder embedding changes can distinguish strong and weak suppression of different immune cells. Lastly, we compared astrocyte-neuron CCC in mouse hypothalamus and cortex by analyzing 3D multiplexed-error-robust fluorescence in situ hybridization (MERFISH) data and identified regional gene proximity differences. Conclusion: 3D-spaGNN-E distinguished distinct CCCs in cell culture and tissue by examining subcellular motifs."
84,A4_tissue,39687413,PMC11649290,10.1097/gox.0000000000006386,2024,Plastic and reconstructive surgery. Global open,research-article; Journal Article,Scaffold-assisted Breast Augmentation: Approaching New Horizon by Three-Dimensionally Printed Personalized Tissue Regenerative Implants.,"Current breast augmentation options face limitations and potential associated complications. Implant-based augmentation introduces risks such as capsular contracture and malpositioning, whereas fat grafting poses issues such as induration and infections, necessitating revisions. Tissue engineering, integrating 3-dimensional (3D) printing and biomaterials science, aims to overcome these challenges. However, the clinical translation of these advancements remains challenging, with many approaches falling short in demonstrating the necessary volume regeneration. A 28-year-old yoga instructor with a disinterest in traditional options sought an alternative solution. Custom-made biocompatible thermoplastic copolyester implants were proposed, approved, and implemented. Our approach utilized artificial intelligence, magnetic resonance imaging, computer-aided design, and lattice structure engineering for customizing the implant design. Three-dimensional printing and plasma technology surface treatment created implants of 300 and 315 cm3 volumes, weighting around 33 g with biomimetic properties. Implants were placed in the subglandular plane; an 8-month follow-up revealed well-maintained implants without complications, except for a conservatively managed hematoma, and excellent cosmetic outcomes. Magnetic resonance imaging analysis revealed revascularization and new tissue formation within the implant, demonstrating tissue integration without complications. The study addresses biomechanical issues and foreign body reactions that cause capsular contracture in breast augmentation and proposes a novel 3D-printed implant with ultralight weight, tissue integrative porous structure, and biomimetic environments for scaffold-guided tissue regeneration. In conclusion, the presented solution shows promise in overcoming current breast augmentation limitations, demonstrating safety, biocompatibility, and patient satisfaction. Further adoption and long-term studies with larger cohorts are needed to validate its clinical effectiveness and feasibility."
85,A4_tissue,37834457,PMC10573944,10.3390/ijms241915009,2023,International journal of molecular sciences,research-article; Journal Article,Keras/TensorFlow in Drug Design for Immunity Disorders.,"Homeostasis of the host immune system is regulated by white blood cells with a variety of cell surface receptors for cytokines. Chemotactic cytokines (chemokines) activate their receptors to evoke the chemotaxis of immune cells in homeostatic migrations or inflammatory conditions towards inflamed tissue or pathogens. Dysregulation of the immune system leading to disorders such as allergies, autoimmune diseases, or cancer requires efficient, fast-acting drugs to minimize the long-term effects of chronic inflammation. Here, we performed structure-based virtual screening (SBVS) assisted by the Keras/TensorFlow neural network (NN) to find novel compound scaffolds acting on three chemokine receptors: CCR2, CCR3, and one CXC receptor, CXCR3. Keras/TensorFlow NN was used here not as a typically used binary classifier but as an efficient multi-class classifier that can discard not only inactive compounds but also low- or medium-activity compounds. Several compounds proposed by SBVS and NN were tested in 100 ns all-atom molecular dynamics simulations to confirm their binding affinity. To improve the basic binding affinity of the compounds, new chemical modifications were proposed. The modified compounds were compared with known antagonists of these three chemokine receptors. Known CXCR3 compounds were among the top predicted compounds; thus, the benefits of using Keras/TensorFlow in drug discovery have been shown in addition to structure-based approaches. Furthermore, we showed that Keras/TensorFlow NN can accurately predict the receptor subtype selectivity of compounds, for which SBVS often fails. We cross-tested chemokine receptor datasets retrieved from ChEMBL and curated datasets for cannabinoid receptors. The NN model trained on the cannabinoid receptor datasets retrieved from ChEMBL was the most accurate in the receptor subtype selectivity prediction. Among NN models trained on the chemokine receptor datasets, the CXCR3 model showed the highest accuracy in differentiating the receptor subtype for a given compound dataset."
86,A4_tissue,35855109,PMC9290528,10.1093/rb/rbac043,2022,Regenerative biomaterials,research-article; Journal Article,Three-dimensional-printed collagen/chitosan/secretome derived from HUCMSCs scaffolds for efficient neural network reconstruction in canines with traumatic brain injury.,"The secretome secreted by stem cells and bioactive material has emerged as a promising therapeutic choice for traumatic brain injury (TBI). We aimed to determine the effect of 3D-printed collagen/chitosan/secretome derived from human umbilical cord blood mesenchymal stem cells scaffolds (3D-CC-ST) on the injured tissue regeneration process. 3D-CC-ST was performed using 3D printing technology at a low temperature (-20°C), and the physical properties and degeneration rate were measured. The utilization of low temperature contributed to a higher cytocompatibility of fabricating porous 3D architectures that provide a homogeneous distribution of cells. Immediately after the establishment of the canine TBI model, 3D-CC-ST and 3D-CC (3D-printed collagen/chitosan scaffolds) were implanted into the cavity of TBI. Following implantation of scaffolds, neurological examination and motor evoked potential detection were performed to analyze locomotor function recovery. Histological and immunofluorescence staining were performed to evaluate neuro-regeneration. The group treated with 3D-CC-ST had good performance of behavior functions. Implanting 3D-CC-ST significantly reduced the cavity area, facilitated the regeneration of nerve fibers and vessel reconstruction, and promoted endogenous neuronal differentiation and synapse formation after TBI. The implantation of 3D-CC-ST also markedly reduced cell apoptosis and regulated the level of systemic inflammatory factors after TBI."
87,A4_tissue,37850183,PMC10521712,10.34133/2022/9854084,2022,BME frontiers,research-article; Journal Article,Jointly Optimized Spatial Histogram UNET Architecture (JOSHUA) for Adipose Tissue Segmentation.,"Objective. We aim to develop a machine learning algorithm to quantify adipose tissue deposition at surgical sites as a function of biomaterial implantation. Impact Statement. To our knowledge, this study is the first investigation to apply convolutional neural network (CNN) models to identify and segment adipose tissue in histological images from silk fibroin biomaterial implants. Introduction. When designing biomaterials for the treatment of various soft tissue injuries and diseases, one must consider the extent of adipose tissue deposition. In this work, we analyzed adipose tissue accumulation in histological images of sectioned silk fibroin-based biomaterials excised from rodents following subcutaneous implantation for 1, 2, 4, or 8 weeks. Current strategies for quantifying adipose tissue after biomaterial implantation are often tedious and prone to human bias during analysis. Methods. We used CNN models with novel spatial histogram layer(s) that can more accurately identify and segment regions of adipose tissue in hematoxylin and eosin (H&E) and Masson's trichrome stained images, allowing for determination of the optimal biomaterial formulation. We compared the method, Jointly Optimized Spatial Histogram UNET Architecture (JOSHUA), to the baseline UNET model and an extension of the baseline model, attention UNET, as well as to versions of the models with a supplemental attention-inspired mechanism (JOSHUA+ and UNET+). Results. The inclusion of histogram layer(s) in our models shows improved performance through qualitative and quantitative evaluation. Conclusion. Our results demonstrate that the proposed methods, JOSHUA and JOSHUA+, are highly beneficial for adipose tissue identification and localization. The new histological dataset and code used in our experiments are publicly available."
88,A4_tissue,40234455,PMC12000562,10.1038/s41598-025-94608-8,2025,Scientific reports,research-article; Journal Article,Surrogate modeling of electrospun PVA/PLA nanofibers using artificial neural network for biomedical applications.,"Blending poly (lactic acid) (PLA) with poly (vinyl alcohol) (PVA) improves the strength and hydrophilicity of nanofibers, making them suitable for biomedical applications like wound dressings. This study explores how electrospinning parameters-applied voltage, flow rate, and needle-to-collector distance-affect PVA/PLA nanofiber properties, optimizing them using a Taguchi design of experiment (DoE) approach to enhance their mechanical and surface properties for clinical use. Given the high costs and time associated with conducting extensive experimental tests, an artificial neural network based surrogate model is developed to predict experimental outcomes more efficiently, facilitating faster identification of optimal design configurations. Analysis of Variance reveals flow rate as the most significant determinant of fiber diameter. The optimal electrospinning configuration yields nanofibers with an average diameter of 127.6 ± 19.8 nm. These fibers exhibit exceptional tensile strength, flexibility, and a water contact angle of 37°, demonstrating superior hydrophilicity conducive to cell adhesion and proliferation-key factors in promoting wound healing. Comparative analyses confirm that the optimized scaffold (18 cm needle-to-collector distance, 0.6 ml/h flow rate, and 18 kV applied voltage) significantly outperforms alternative configurations, such as 10 cm needle-to-collector distance, 1.2 ml/h flow rate, and 22 kV applied voltage, which display larger diameters, reduced hydrophilicity (contact angle of 72°), and diminished suitability for medical use. Validation experiments affirm the accuracy and reproducibility of the Taguchi optimization, substantiating the methodological rigor and reliability of the findings. This work contributes novel insights into the tunable design of electrospun nanofibers, providing a pathway to developing advanced wound dressings that facilitate tissue integration and accelerate healing. The optimized PVA/PLA nanofibers have the potential to revolutionize wound care by offering a cost-effective and clinically viable solution for enhancing patient recovery, reducing treatment durations, and improving global healthcare outcomes."
89,A4_tissue,40479052,PMC12143354,10.1126/sciadv.adu2695,2025,Science advances,research-article; Journal Article,Determining sex differences in aortic valve myofibroblast responses to drug combinations identified using a digital medicine platform.,"Aortic valve stenosis (AVS) is a sexually dimorphic disease where aortic valve leaflets develop fibrosis and calcification, leading to heart failure if untreated. Sex differences in AVS progression depend on valvular interstitial cells (VICs) activating to myofibroblasts that drive aberrant extracellular matrix remodeling. To date, no treatment strategies have leveraged cellular sex differences to determine drug combinations that target VIC myofibroblast activation. Here, we harnessed IDentif.AI, an artificial intelligence (AI)-derived platform, to optimize sex-biased synergistic drug combinations that may prevent and reverse VIC myofibroblast activation on hydrogel biomaterials. The results reveal that sex-specific drug response models can be used to predict sex biases in drug efficacy and combinatorial interactions. This study provides a framework for developing AVS treatments through the integration of high-throughput hydrogel cell culture platforms and AI-driven drug optimization. Designing targeted AVS drug combinations may help accelerate AVS drug development and address health disparities in AVS treatment outcomes."
90,A4_tissue,38091494,PMC10755694,10.1021/acsami.3c15278,2023,ACS applied materials & interfaces,research-article; Journal Article,Synergy of Nanotopography and Electrical Conductivity of PEDOT/PSS for Enhanced Neuronal Development.,"Biomaterials able to promote neuronal development and neurite outgrowth are highly desired in neural tissue engineering for the repair of damaged or disrupted neural tissue and restoring the axonal connection. For this purpose, the use of either electroactive or micro- and nanostructured materials has been separately investigated. Here, the use of a nanomodulated conductive poly(3,4-ethylendioxithiophene) poly(styrenesulfonate) (PEDOT/PSS) substrate that exhibits instructive topographical and electrical cues at the same time was investigated for the first time. In particular, thin films featuring grooves with sizes comparable with those of neuronal neurites (NanoPEDOT) were fabricated by electrochemical polymerization of PEDOT/PSS on a nanomodulated polycarbonate template. The ability of NanoPEDOT to support neuronal development and direct neurite outgrowth was demonstrated by assessing cell viability and proliferation, expression of neuronal markers, average neurite length, and direction of neuroblastoma N2A cells induced to differentiate on this novel support. In addition to the beneficial effect of the nanogrooved topography, a 30% increase was shown in the average length of neurites when differentiating cells were subjected to an electrical stimulation of a few microamperes for 6 h. The results reported here suggest a favorable effect on the neuronal development of the synergistic combination of nanotopography and electrical stimulation, supporting the use of NanoPEDOT in neural tissue engineering to promote physical and functional reconnection of impaired neural networks."
