rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
87,A2_property,37744255,PMC10512832,10.3389/fbioe.2023.1241151,2023,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Inverse design of anisotropic bone scaffold based on machine learning and regenerative genetic algorithm.,"Introduction: Triply periodic minimal surface (TPMS) is widely used in the design of bone scaffolds due to its structural advantages. However, the current approach to designing bone scaffolds using TPMS structures is limited to a forward process from microstructure to mechanical properties. Developing an inverse bone scaffold design method based on the mechanical properties of bone structures is crucial. Methods: Using the machine learning and genetic algorithm, a new inverse design model was proposed in this research. The anisotropy of bone was matched by changing the number of cells in different directions. The finite element (FE) method was used to calculate the TPMS configuration and generate a back propagation neural network (BPNN) data set. Neural networks were used to establish the relationship between microstructural parameters and the elastic matrix of bone. This relationship was then used with regenerative genetic algorithm (RGA) in inverse design. Results: The accuracy of the BPNN-RGA model was confirmed by comparing the elasticity matrix of the inverse-designed structure with that of the actual bone. The results indicated that the average error was below 3.00% for three mechanical performance parameters as design targets, and approximately 5.00% for six design targets. Discussion: The present study demonstrated the potential of combining machine learning with traditional optimization method to inversely design anisotropic TPMS bone scaffolds with target mechanical properties. The BPNN-RGA model achieves higher design efficiency, compared to traditional optimization methods. The entire design process is easily controlled."
88,A2_property,41275211,PMC12713282,10.1186/s12951-025-03850-9,2025,Journal of nanobiotechnology,research-article; Journal Article,AI-guided design of a CXCR4-targeted core-shell nanocarrier for co-delivery of berberine/paclitaxel in cancer therapy.,"An integrated three-step artificial-intelligence (AI) workflow was developed to accelerate the design of a CXCR4-targeted, dual-drug nanocarrier for colorectal cancer therapy. The workflow combined AI-based drug synergy prediction, peptide ligand discovery, and formulation optimization to create a core-shell nanocarrier consisting of a mesoporous silica core coated with a liposomal shell, co-delivering berberine (BBR) and paclitaxel (PTX). The nanocarrier exhibited efficient drug loading, sustained release, and selective uptake by CXCR4-positive cancer cells. In vitro, it synergistically inhibited cancer proliferation and migration, while in vivo it produced pronounced tumor regression and reversal of tumor-associated splenomegaly without systemic toxicity. These findings demonstrate that AI-guided synergy scouting and modular nanocarrier engineering can yield a receptor-targeted combination therapy with translational potential for next-generation cancer treatment."
89,A2_property,37130851,PMC10154330,10.1038/s41467-023-38056-w,2023,Nature communications,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",Machine learning-driven multifunctional peptide engineering for sustained ocular drug delivery.,"Sustained drug delivery strategies have many potential benefits for treating a range of diseases, particularly chronic diseases that require treatment for years. For many chronic ocular diseases, patient adherence to eye drop dosing regimens and the need for frequent intraocular injections are significant barriers to effective disease management. Here, we utilize peptide engineering to impart melanin binding properties to peptide-drug conjugates to act as a sustained-release depot in the eye. We develop a super learning-based methodology to engineer multifunctional peptides that efficiently enter cells, bind to melanin, and have low cytotoxicity. When the lead multifunctional peptide (HR97) is conjugated to brimonidine, an intraocular pressure lowering drug that is prescribed for three times per day topical dosing, intraocular pressure reduction is observed for up to 18 days after a single intracameral injection in rabbits. Further, the cumulative intraocular pressure lowering effect increases ~17-fold compared to free brimonidine injection. Engineered multifunctional peptide-drug conjugates are a promising approach for providing sustained therapeutic delivery in the eye and beyond."
90,A2_property,37969140,PMC10630981,10.1021/acsmaterialslett.3c00909,2023,ACS materials letters,rapid-communication; Journal Article,SEMPro: A Data-Driven Pipeline To Learn Structure-Property Insights from Scanning Electron Microscopy Images.,"Analyzing hydrogel microstructure through scanning electron microscopy (SEM) images is crucial in understanding hydrogel properties. However, the analysis of SEM images in hydrogel research heavily relies on the intuition of individual researchers and is constrained by the limited size of the dataset. To address this, we propose SEMPro, a data-driven solution using web-scraping and deep learning (DL) to compile and analyze the structure-property relationships of hydrogels through SEM images. It accurately predicts the elastic modulus from SEM images within the same order of magnitude and displays a learned extraction of modulus-relevant features in SEM images as seen through the nontrivial activation mapping and transfer learning. By employing Explainable AI through activation map exposure, SEMPro validates the model predictions. SEMPro represents a closed-loop data collection and analysis pipeline, providing critical insights into hydrogels and soft materials. This innovative approach has the potential to revolutionize hydrogel research, offering high-dimensional insights for further advancements."
91,A2_property,39558051,PMC11574292,10.1038/s41598-024-79749-6,2024,Scientific reports,research-article; Journal Article,Computational analysis of controlled drug release from porous polymeric carrier with the aid of Mass transfer and Artificial Intelligence modeling.,"Controlled release of a desired drug from porous polymeric biomaterials was analyzed via computational method. The method is based on simulation of mass transfer and utilization of artificial intelligence (AI). This study explores the efficacy of three regression models, i.e., Kernel Ridge Regression (KRR), Gaussian Process Regression (GPR), and Gradient Boosting (GB) in determining the concentration of a chemical substance (C) based on coordinates (r, z). Leveraging Firefly Optimization (FFA) for hyperparameter optimization, the models are fine-tuned to maximize their predictive performance. The findings unveil notable disparities in the performance metrics of the models, with GB showcasing the most impressive R2 score of 0.9977, indicative of a remarkable alignment with the data. GPR closely trails with an R2 score of 0.88754, while KRR falls short with an R2 score of 0.76134. Additionally, GB manifests the most modest Mean Squared Error (MSE) and Root Mean Squared Error (RMSE) among the trio of models, further cementing its supremacy in predictive precision. These outcomes accentuate the significance of judiciously selecting regression methodologies and optimization approaches for adeptly modeling intricate spatial datasets."
92,A2_property,41550662,PMC12709933,10.1016/j.pscia.2025.100079,2025,Pharmaceutical science advances,research-article; Journal Article,Artificial neural network guided optimization of tenofovir and Cyanovirin-N multipurpose preventive hydrogel formulation developed using the Box Behnken design model.,"Tenofovir (TNF) is an antiretroviral drug that has being used as a topical microbicide to prevent human immunodeficiency virus transmission (HIV). Cyanovirin-N (CV-N) is a lectin protein that can bind to the HIV envelope glycoprotein and inhibit viral entry. The combination of TNF and CV-N may have synergistic effects and enhance the efficacy of microbicide. The aim of this study was to develop and optimize composite hydrogel formulations containing 1%TNF and 0.0005% CV-N using Box Behnken Design. A three-factor, three-level Box-Behnken design was employed to investigate the effects of the concentrations of PEG2000, sodium carboxyl methylcellulose (NaCMC), and calcium chloride on the release of Tenofovir, flux, and mucoadhesion. The mucoadhesion was evaluated by measuring the percent mucin adsorption while flux and release kinetics were evaluated using the Franz cell diffusion method. The optimal hydrogel formulation was found to contain 4% NaCMC, 2% PEG2000 and 1% CaCl2. The hydrogel had a pH of 4.5 ​± ​0.017, a viscosity of 275600 ​± ​0.65 ​cP, flux 9806 μg/cm2/h for TNF with a drug release of 119, 205.6 μg/cm2. The TNF gel exhibited a pseudoplastic rheological behavior with 96.3% muco-adhesion. The study successfully developed an optimized TNF/CV-N mucoadhesive hydrogel, highlighting its potential as an on-demand multipurpose prevention technology (MPT) for HIV. The formulation was optimized to ensure good drug release, flux and mucoadhesion. The optimized hydrogel offers a convenient, effective method for preventing sexually transmitted infections (STIs), addressing critical challenges in drug delivery and user adherence while advancing public health strategies for STIs."
93,A2_property,39948515,PMC11827326,10.1186/s12903-025-05531-3,2025,BMC oral health,research-article; Journal Article,Machine learning models for prognosis prediction in regenerative endodontic procedures.,"BackgroundThis study aimed to establish and validate machine learning (ML) models to predict the prognosis of regenerative endodontic procedures (REPs) clinically, assisting clinicians in decision-making and avoiding treatment failure.MethodsA total of 198 patients with 268 teeth were included for radiographic examination and measurement. Five Machine Learning (ML) models, including Random forest (RF), gradient boosting machine (GBM), extreme gradient boosting (XGB), Logistic regression (logR) and support vector machine (SVM) are implemented for the prediction on two datasets of follow-up periods of 1-year and 2-year, respectively. Using a stratified five folds of cross-validation method, each dataset is randomly divided into a training set and test set in a ratio of 8 : 2. Correlation analysis and importance ranking were performed for feature extraction. Seven performance metrics including area under curve (AUC), accuracy, F1-score, sensitivity, specificity, positive predictive value (PPV) and negative predictive value (NPV) were calculated to compare the predictive performance.ResultsThe RF (Accuracy = 0.91, AUC = 0.94; Accuracy = 0.84, AUC = 0.86) and GBM (Accuracy = 0.91, AUC = 0.93; Accuracy = 0.84, AUC = 0.85) had the best and similar performance simultaneously in the prediction of 1-year follow-up period and 2-year follow-up period, respectively. The variables applied to predict the primary outcome in REPs were ranked accordingly to their values of feature importance, including age, sex, etiology, the number of root canals, trauma type, swelling or sinus tract, periapical lesion size, root development stage, pre-operative root resorption, medicaments, scaffold, second REPs, previous root canal filling.ConclusionsRF and GBM models outperformed XGB, logR, SVM models on the overall performance on our datasets, exhibiting the potential capability to predict the prognosis of REPs. The ranking of feature importance contributes to establishing the scoring system for prognosis prediction in REPs, assisting clinicians in decision-making."
94,A2_property,41145604,PMC12559373,10.1038/s41598-025-21471-y,2025,Scientific reports,research-article; Journal Article,Intelligence prediction of microfluidically prepared nanoparticles.,"Developing poly(lactic-co-glycolic) acid (PLGA) nanoparticles with optimized drug encapsulation and loading is crucial for effective drug delivery. However, controlling the physicochemical properties of these nanoparticles remains challenging. In this study, we compiled a dataset of over 300 PLGA nanoparticle formulations from the literature, including 25 key features related to their preparation on microfluidic platforms. We applied various machine learning algorithms to predict encapsulation efficiency (EE) and drug loading (DL). The random forest model showed the best performance, achieving R² values of 0.93 and 0.96 for DL and EE predictions, respectively. Although EE and DL had minimal impact on each other's prediction, they provide distinct insights into nanoparticle formulation. Our results demonstrate that machine learning can effectively guide the design of drug delivery systems with desired properties, accelerating their development."
95,A2_property,39135039,PMC11321169,10.1186/s12951-024-02686-z,2024,Journal of nanobiotechnology,research-article; Journal Article,Crosslinked-hybrid nanoparticle embedded in thermogel for sustained co-delivery to inner ear.,"Treatment-induced ototoxicity and accompanying hearing loss are a great concern associated with chemotherapeutic or antibiotic drug regimens. Thus, prophylactic cure or early treatment is desirable by local delivery to the inner ear. In this study, we examined a novel way of intratympanically delivered sustained nanoformulation by using crosslinked hybrid nanoparticle (cHy-NPs) in a thermoresponsive hydrogel i.e. thermogel that can potentially provide a safe and effective treatment towards the treatment-induced or drug-induced ototoxicity. The prophylactic treatment of the ototoxicity can be achieved by using two therapeutic molecules, Flunarizine (FL: T-type calcium channel blocker) and Honokiol (HK: antioxidant) co-encapsulated in the same delivery system. Here we investigated, FL and HK as cytoprotective molecules against cisplatin-induced toxic effects in the House Ear Institute - Organ of Corti 1 (HEI-OC1) cells and in vivo assessments on the neuromast hair cell protection in the zebrafish lateral line. We observed that cytotoxic protective effect can be enhanced by using FL and HK in combination and developing a robust drug delivery formulation. Therefore, FL-and HK-loaded crosslinked hybrid nanoparticles (FL-cHy-NPs and HK-cHy-NPs) were synthesized using a quality-by-design approach (QbD) in which design of experiment-central composite design (DoE-CCD) following the standard least-square model was used for nanoformulation optimization. The physicochemical characterization of FL and HK loaded-NPs suggested the successful synthesis of spherical NPs with polydispersity index  75%), drugs loading (~ 10%), stability (> 2 months) in the neutral solution, and appropriate cryoprotectant selection. We assessed caspase 3/7 apopototic pathway in vitro that showed significantly reduced signals of caspase 3/7 activation after the FL-cHy-NPs and HK-cHy-NPs (alone or in combination) compared to the CisPt. The final formulation i.e. crosslinked-hybrid-nanoparticle-embedded-in-thermogel was developed by incorporating drug-loaded cHy-NPs in poloxamer-407, poloxamer-188, and carbomer-940-based hydrogel. A combination of artificial intelligence (AI)-based qualitative and quantitative image analysis determined the particle size and distribution throughout the visible segment. The developed formulation was able to release the FL and HK for at least a month. Overall, a highly stable nanoformulation was successfully developed for combating treatment-induced or drug-induced ototoxicity via local administration to the inner ear."
96,A2_property,41298595,PMC12657866,10.1038/s41598-025-26145-3,2025,Scientific reports,research-article; Journal Article,Integrating machine-learning and nanotechnology to quantify pH-modulated oxaliplatin release.,"The purpose of this work was to formulate and characterize pH-sensitive, surfactant-based nanomicelles for the targeted delivery of Oxaliplatin to breast cancer cells. A secondary aim was to utilize machine learning (ML) models to interpolate and dissect the sophisticated, pH-dependent drug release kinetics. Nanomicelles of Oxaliplatin were prepared by Pluronic F-127 through a thin-film hydration technique. The nanomicelles were characterized for size, morphology, encapsulation efficiency, and drug release profile in physiological (pH 7.4) and acidic, tumor-mimicking (pH 5.4) media. The MTT assay was used to test cytotoxicity against L929 normal fibroblasts and MCF-7 breast cancer cells. ML models (Random Forest, Gradient Boosting, SVR) were trained on experimental release data to anticipate crucial release phase changes using SHAP analysis. Prepared nanomicelles were monodisperse and spherical with hydrodynamic diameter 290.3 nm and encapsulation efficiency 40.2%. They had good pH-responsive release with cumulative release 77.5% and 43.5% at pH 5.4 and 7.4, respectively, in 96 h. Kinetic modeling revealed a shift from Fickian diffusion at pH 7.4 to anomalous transport at pH 5.4. ML models showed great interpolation performance (R² > 0.97), and SHAP analysis showed remarkable release transitions. The cytotoxicity assays were different from free Oxaliplatin with improved activity against MCF-7 cells and lower toxicity against L929 cells. Surfactant-based nanomicelles are an effective delivery platform for pH-directed delivery of Oxaliplatin to enhance its therapeutic index. Nanomedicine formulation design is enabled by ML through comprehensive release kinetics analysis."
97,A2_property,40439842,PMC12122957,10.1007/s40820-025-01780-7,2025,Nano-micro letters,research-article; Journal Article,"Machine Learning Enabled Reusable Adhesion, Entangled Network-Based Hydrogel for Long-Term, High-Fidelity EEG Recording and Attention Assessment.","Due to their high mechanical compliance and excellent biocompatibility, conductive hydrogels exhibit significant potential for applications in flexible electronics. However, as the demand for high sensitivity, superior mechanical properties, and strong adhesion performance continues to grow, many conventional fabrication methods remain complex and costly. Herein, we propose a simple and efficient strategy to construct an entangled network hydrogel through a liquid-metal-induced cross-linking reaction, hydrogel demonstrates outstanding properties, including exceptional stretchability (1643%), high tensile strength (366.54 kPa), toughness (350.2 kJ m-3), and relatively low mechanical hysteresis. The hydrogel exhibits long-term stable reusable adhesion (104 kPa), enabling conformal and stable adhesion to human skin. This capability allows it to effectively capture high-quality epidermal electrophysiological signals with high signal-to-noise ratio (25.2 dB) and low impedance (310 ohms). Furthermore, by integrating advanced machine learning algorithms, achieving an attention classification accuracy of 91.38%, which will significantly impact fields like education, healthcare, and artificial intelligence."
98,A2_property,40089854,PMC12079439,10.1002/advs.202500859,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Replicating PET Hydrolytic Activity by Positioning Active Sites with Smaller Synthetic Protein Scaffolds.,"Evolutionary constraints significantly limit the diversity of naturally occurring enzymes, thereby reducing the sequence repertoire available for enzyme discovery and engineering. Recent breakthroughs in protein structure prediction and de novo design, powered by artificial intelligence, now enable to create enzymes with desired functions without solely relying on traditional genome mining. Here, a computational strategy is demonstrated for creating new-to-nature polyethylene terephthalate hydrolases (PET hydrolases) by leveraging the known catalytic mechanisms and implementing multiple deep learning algorithms and molecular computations. This strategy includes the extraction of functional motifs from a template enzyme (here leaf-branch compost cutinase, LCC, is used), regeneration of new protein sequences, computational screening, experimental validation, and sequence refinement. PET hydrolytic activity is successfully replicated with designer enzymes that are at least 30% shorter in sequence length than LCC. Among them, RsPETase1 stands out due to its robust expressibility. It exhibits comparable catalytic efficiency (kcat/Km) to LCC and considerable thermostability with a melting temperature of 56 °C, despite sharing only 34% sequence similarity with LCC. This work suggests that enzyme diversity can be expanded by recapitulating functional motifs with computationally built protein scaffolds, thus generating opportunities to acquire highly active and robust enzymes that do not exist in nature."
99,A2_property,38225357,PMC11106006,10.1038/s41565-023-01587-w,2024,Nature nanotechnology,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Liquid-metal-based three-dimensional microelectrode arrays integrated with implantable ultrathin retinal prosthesis for vision restoration.,"Electronic retinal prostheses for stimulating retinal neurons are promising for vision restoration. However, the rigid electrodes of conventional retinal implants can inflict damage on the soft retina tissue. They also have limited selectivity due to their poor proximity to target cells in the degenerative retina. Here we present a soft artificial retina (thickness, 10 μm) where flexible ultrathin photosensitive transistors are integrated with three-dimensional stimulation electrodes of eutectic gallium-indium alloy. Platinum nanoclusters locally coated only on the tip of these three-dimensional liquid-metal electrodes show advantages in reducing the impedance of the stimulation electrodes. These microelectrodes can enhance the proximity to the target retinal ganglion cells and provide effective charge injections (72.84 mC cm-2) to elicit neural responses in the retina. Their low Young's modulus (234 kPa), owing to their liquid form, can minimize damage to the retina. Furthermore, we used an unsupervised machine learning approach to effectively identify the evoked spikes to grade neural activities within the retinal ganglion cells. Results from in vivo experiments on a retinal degeneration mouse model reveal that the spatiotemporal distribution of neural responses on their retina can be mapped under selective localized illumination areas of light, suggesting the restoration of their vision."
100,A2_property,40076339,PMC11902264,10.3390/molecules30051116,2025,"Molecules (Basel, Switzerland)",research-article; Journal Article,De Novo Design of Large Polypeptides Using a Lightweight Diffusion Model Integrating LSTM and Attention Mechanism Under Per-Residue Secondary Structure Constraints.,"This study presents PolypeptideDesigner (PPD), a novel conditional diffusion-based model for de novo polypeptide sequence design and generation based on per-residue secondary structure conditions. By integrating a lightweight LSTM-attention neural network as the denoiser within a diffusion framework, PPD offers an innovative and efficient approach to polypeptide generation. Evaluations demonstrate that the PPD model can generate diverse and novel polypeptide sequences across various testing conditions, achieving high pLDDT scores when folded by ESMFold. In comparison to the ProteinDiffusionGenerator B (PDG-B) model, a relevant benchmark in the field, PPD exhibits the ability to produce longer and more diverse polypeptide sequences. This improvement is attributed to PPD's optimized architecture and expanded training dataset, which enhance its understanding of protein structural pattern. The PPD model shows significant potential for optimizing functional polypeptides with known structures, paving the way for advancements in biomaterial design. Future work will focus on further refining the model and exploring its broader applications in polypeptide engineering."
101,A2_property,41117111,PMC12538559,10.1039/d5tb01272d,2025,Journal of materials chemistry. B,research-article; Journal Article,Monomer exchange dynamics in ureido-pyrimidinone supramolecular polymers via molecular simulations.,"The use of synthetic supramolecular polymers, built with monomers that self-assemble via non-covalent, reversible interactions, is rapidly growing in many fields, including energy, environmental, and bioengineering applications. Very recently, ureido-pyrimidinone (UPy)-based supramolecular polymers have been used to synthesize biocompatible hydrogels aiming to mimic the dynamic environment of extracellular matrices. Tuning the dynamics, stiffness, and bioactivity of UPy hydrogels effectively influences cellular behaviour and tissue development. However, a complete understanding of UPy-network dynamics over different length and time scales is still lacking, and even the most advanced experimental approaches are unable to capture the dynamics of monomer exchange with atomistic resolution. Here we present a computational study on UPy supramolecular assemblies in water that uncovers the mechanism of monomer exchange between the UPy supramolecular polymers and their surroundings. Our results, based on atomistic molecular dynamics (MD) simulations combined with enhanced sampling and machine-learning (ML) techniques, show that the fine interplay of solute-solvent interactions is the main engine of monomer motion, which makes UPy supramolecular polymer ends more dynamic as compared to the static backbone. This computational work complements the qualitative experimental evidence on supramolecular dynamics with the mechanism of monomer exchange, revealing the most favorable environment for supramolecular polymer damage as well as the underlying principle of self-healing."
102,A2_property,41436752,PMC12728167,10.1038/s41598-025-28074-7,2025,Scientific reports,research-article; Journal Article,Predictive optimization of curcumin nanocomposites using hybrid machine learning and physics informed modeling.,"The aim of the current research was to develop a hybrid computational model that involves the integration of Machine Learning (ML) with Physics-Informed Neural Networks (PINNs) to predict and maximize curcumin nanocomposite performance based on Loading Efficiency (LE%) and Encapsulation Efficiency (EE%). Quantitative experimental design comprising 74 synthesized nanocomposite formulations, selected by power analysis (α = 0.05, power = 0.8) to allow for statistical reliability. Pre-processing of data and model construction was undertaken in Python (v3.11) with libraries such as scikit-learn, TensorFlow, and SHAP (as downloaded from the Python Software Foundation). Different ML regressors were tested, and the highest predictive power was manifested by the Gradient Boosting Regressor (GBR). A custom-defined PINN was constructed to integrate mechanistic understanding from the Derjaguin-Landau-Verwey-Overbeek (DLVO) theory and diffusion-transport constraints. The hybrid model was also elucidated by SHapley Additive exPlanations (SHAP) analysis to find controlling formulation parameters. The optimized integrated model demonstrated extremely good predictive performance (LE%: R2 = 0.89, RMSE = 6.24; EE%: R2 = 0.87, RMSE = 7.15). Physical constraints enhanced generalization by 23%, confirming robustness of the model. Significant optimization results revealed optimal design parameters with particle diameters ranging from 80 to 200 nm and zeta potentials ranging from - 30 to - 50 mV. The data mining analysis revealed polymer ratio and surfactant concentration to be the most influential variables, consistent with the predictive equation derived in the full text. This hybrid ML-PINN combines the predictive capability of machine learning with the mechanistic interpretability of physics-informed modeling. This is a stable, comprehensible optimization platform for nanocarrier optimization with 40-60% cost reduction in experimental screening. Further research is recommended to validate the framework to other bioactive drugs and for incorporating real-time adaptive optimization for scalable pharmaceutical manufacture."
103,A2_property,35458820,PMC9028237,10.3390/s22082835,2022,"Sensors (Basel, Switzerland)",research-article; Journal Article,NIR-Based Intelligent Sensing of Product Yield Stress for High-Value Bioresorbable Polymer Processing.,"PLA (polylactide) is a bioresorbable polymer used in implantable medical and drug delivery devices. Like other bioresorbable polymers, PLA needs to be processed carefully to avoid degradation. In this work we combine in-process temperature, pressure, and NIR spectroscopy measurements with multivariate regression methods for prediction of the mechanical strength of an extruded PLA product. The potential to use such a method as an intelligent sensor for real-time quality analysis is evaluated based on regulatory guidelines for the medical device industry. It is shown that for the predictions to be robust to processing at different times and to slight changes in the processing conditions, the fusion of both NIR and conventional process sensor data is required. Partial least squares (PLS), which is the established 'soft sensing' method in the industry, performs the best of the linear methods but demonstrates poor reliability over the full range of processing conditions. Conversely, both random forest (RF) and support vector regression (SVR) show excellent performance for all criteria when used with a prior principal component (PC) dimension reduction step. While linear methods currently dominate for soft sensing of mixture concentrations in highly conservative, regulated industries such as the medical device industry, this work indicates that nonlinear methods may outperform them in the prediction of mechanical properties from complex physicochemical sensor data. The nonlinear methods show the potential to meet industrial standards for robustness, despite the relatively small amount of training data typically available in high-value material processing."
104,A2_property,41269342,PMC12638324,10.1007/s10856-025-06964-6,2025,Journal of materials science. Materials in medicine,research-article; Journal Article,Machine learning-based fabrication of phytogenic NiO nanoparticles for anticancer activity in HepG2 Cell Culture.,"Metal oxide nanomaterials play a central role in biomedical applications due to their unique physicochemical properties. In particular, various treatment methods such as drug delivery, hyperthermia therapy, radiation, and chemotherapy are used for the treatment of carcinoma. Current studies prefer to investigate the anticancer activity of nickel oxide nanoparticles were synthesized using a green synthesis approach. The X-ray diffraction (XRD) analysis was used to investigate the cubic crystalline structure and crystallite size varies from 11.08 nm to 12.88 nm due to increased calcination temperature. The crystallite size has a significant impact on the cytotoxicity and toxicity of nanoparticles; smaller crystal sizes frequently result in higher toxicity, because of their larger surface area to volume ratio. The MTT (Tetrazolium salts) assay was performed to test the cytotoxicity of NiO nanoparticles (NPs) against HepG2 cell line. After that, machine learning was applied to connect the biomedical field with artificial intelligence. It can be seen from the results that the NiO NPs that were calcinated at 600 °C gave the average cell viability <40%. At last, the machine learning approach was used to calculate the cytotoxicity of NiO NPs and decision tree was generated by using Google Colab. A correlation matrix was generated using a machine learning approach, providing insights into the interdependence among all parameters."
105,A2_property,35755603,PMC9218223,10.1016/j.ijpx.2022.100120,2022,International journal of pharmaceutics: X,research-article; Journal Article,Accelerating 3D printing of pharmaceutical products using machine learning.,"Three-dimensional printing (3DP) has seen growing interest within the healthcare industry for its ability to fabricate personalized medicines and medical devices. However, it may be burdened by the lengthy empirical process of formulation development. Active research in pharmaceutical 3DP has led to a wealth of data that machine learning could utilize to provide predictions of formulation outcomes. A balanced dataset is critical for optimal predictive performance of machine learning (ML) models, but data available from published literature often only include positive results. In this study, in-house and literature-mined data on hot melt extrusion (HME) and fused deposition modeling (FDM) 3DP formulations were combined to give a more balanced dataset of 1594 formulations. The optimized ML models predicted the printability and filament mechanical characteristics with an accuracy of 84%, and predicted HME and FDM processing temperatures with a mean absolute error of 5.5 °C and 8.4 °C, respectively. The performance of these ML models was better than previous iterations with a smaller and a more imbalanced dataset, highlighting the importance of providing a structured and heterogeneous dataset for optimal ML performance. The optimized models were integrated in an updated web-application, M3DISEEN, that provides predictions on filament characteristics, printability, HME and FDM processing temperatures, and drug release profiles (https://m3diseen.com/predictionsFDM/). By simulating the workflow of preparing FDM-printed pharmaceutical products, the web-application expedites the otherwise empirical process of formulation development, facilitating higher pharmaceutical 3DP research throughput."
106,A2_property,40979294,PMC12447652,10.1016/j.xinn.2025.100947,2025,Innovation (Cambridge (Mass.)),research-article; Journal Article,Migration and structural implication of cyanobacteria in biological soil crusts in response to water and particle burial.,"Cyanobacteria are constructors of biological soil crusts (BSCs); their motility is thought to be crucial for surviving burial and BSC expansion. In this study, X-ray computed microtomography in combination with machine-learning-based image processing was employed to investigate cyanobacteria-dominated BSCs. The structural changes in these BSCs, as well as the behaviors of the dominant cyanobacterium Microcoleus vaginatus therein, in response to changes in water availability and particle burial were visualized and quantitatively analyzed. Hygroscopic swelling of cyanobacteria biomaterials increased pore-network complexity and reduced the porosity and hydraulic radius. Trichomes of M. vaginatus inside BSCs were connected to the surface by tunnel-like structures made of extracellular polymeric substances (EPSs), through which the trichomes migrated to and from the surface in bundles. Despite the generally negative effects of EPSs on hydraulic conductivity, EPS tunnels have the potential to enhance water transfer to the trichomes. Extensive hydration and particle burial led to the spreading migration of individual trichomes, forming net-like structures inside the newly deposited layer. The results highlight the significance of the structural organization of EPSs within BSCs and the importance of cyanobacterial migration in BSC expansion."
107,A2_property,41374242,PMC12693243,10.3390/ma18235401,2025,"Materials (Basel, Switzerland)",research-article; Journal Article,Physics-Informed Neural Networks for Thermo-Responsive Hydrogel Swelling: Integrating Constitutive Models with Sparse Experimental Data.,"Poly(N-isopropylacrylamide) (PNIPAM) hydrogels are temperature-sensitive materials whose swelling is difficult to predict near the gel collapse temperature (GCT). A physics-informed neural network (PINN) was developed in which a stabilized free-energy model is embedded and sparse data for free and uniaxially constrained swelling are assimilated. Across datasets, the PINN reduces test RMSE by 44% at low crosslink density (Nν = 0.0035) and by 65% at higher density (Nν = 0.02), with coverage inside ±RMSE bands improving from 61.9% to 76.2% for free swelling at Nν = 0.0035. Under constraint, test relative error decreases from 19.95% to 11.86% (n = 1) and from 9.19% to 5.90% (n = 3), while preserving thermodynamic stability. The method sharpens the transition slope near the gel-collapse temperature and narrows prediction intervals without overfitting, capturing cold-regime plateaus and hot-side tails more faithfully. The framework integrates governing equations with data to deliver accurate swelling and stress predictions using only eight anchors and thirteen held-out points per case. These results position PINNs as a reliable surrogate for designing thermo-responsive hydrogels in soft actuators and biomedical systems."
108,A2_property,40025040,PMC11873201,10.1038/s41597-025-04621-9,2025,Scientific data,Dataset; data-paper; Journal Article,A dataset on formulation parameters and characteristics of drug-loaded PLGA microparticles.,"Polymer microparticles (MPs) are widely used to create long-acting injectable formulations due to their ability to enable sustained drug release. This feature can significantly benefit chronic disease management by reducing dosing frequency and improving patient adherence. To support the design and development of polymer MPs, we have compiled a dataset on MPs formed from poly(lactide-co-glycolide) (PLGA), the most commonly used polymer in commercial MP drug products. This dataset, derived from the literature, covers 321 in vitro release studies involving 89 different drugs. It aims to streamline future MP development by providing a reference for the current PLGA MP design space and supporting data-driven approaches such as machine learning. Published with open access, this dataset encourages broad utilization and aims to expand the range of available MP formulations."
109,A2_property,36620090,PMC9815236,10.1080/14686996.2022.2157682,2023,Science and technology of advanced materials,research-article; Journal Article,Deep-learning-based inverse design of three-dimensional architected cellular materials with the target porosity and stiffness using voxelized Voronoi lattices.,"Architected cellular materials are a class of artificial materials with cellular architecture-dependent properties. Typically, designing cellular architectures paves the way to generate architected cellular materials with specific properties. However, most previous studies have primarily focused on a forward design strategy, wherein a geometry is generated using computer-aided design modeling, and its properties are investigated experimentally or via simulations. In this study, we developed an inverse design framework for a disordered architected cellular material (Voronoi lattices) using deep learning. This inverse design framework is a three-dimensional conditional generative adversarial network (3D-CGAN) trained based on supervised learning using a dataset consisting of voxelized Voronoi lattices and their corresponding relative densities and Young's moduli. A well-trained 3D-CGAN adopts variational sampling to generate multiple distinct Voronoi lattices with the target relative density and Young's modulus. Consequently, the mechanical properties of the 3D-CGAN generated Voronoi lattices are validated through uniaxial compression tests and finite element simulations. The inverse design framework demonstrates potential for use in bone implants, where scaffold implants can be automatically generated with the target relative density and Young's modulus."
